"V1","individual_id","population","q_1","lb_q_1","ub_q_1","q_2","lb_q_2","ub_q_2","q_3","lb_q_3","ub_q_3","q_4","lb_q_4","ub_q_4","Q_1_1","lb_Q_1_1","ub_Q_1_1","Q_2_1","lb_Q_2_1","ub_Q_2_1","Q_2_2","lb_Q_2_2","ub_Q_2_2","Q_3_1","lb_Q_3_1","ub_Q_3_1","Q_3_2","lb_Q_3_2","ub_Q_3_2","Q_3_3","lb_Q_3_3","ub_Q_3_3","Q_4_1","lb_Q_4_1","ub_Q_4_1","Q_4_2","lb_Q_4_2","ub_Q_4_2","Q_4_3","lb_Q_4_3","ub_Q_4_3","Q_4_4","lb_Q_4_4","ub_Q_4_4"
"PH_FC_4.sorted.bam","4","FC",0.045046,0.011278,0.086072,0.777767,0.729764,0.82563,0.059896,0.030247,0.092367,0.117291,0.064956,0.162144,0.006381,0,0.033266,0.073574,0,0.163239,0.676656,0.547156,0.774618,0.001321,0,0.014363,0.007508,0,0.071926,0.001024,0,0.010309,0.002436,0,0.025865,0.12114,0,0.255088,0.108915,0.028053,0.179327,0.001045,0,0.010375
"PH_FC_6.sorted.bam","6","FC",0.074355,0.037764,0.116126,0.579007,0.528027,0.632692,0.147303,0.113513,0.182686,0.199336,0.144206,0.245439,0.000602,0,0.00613,0.144704,0.068056,0.229369,0.369615,0.186257,0.531597,0.001786,0,0.01904,0.08469,0,0.307827,0.000309,0,0.003065,0.001015,0,0.010872,0.189388,1e-06,0.383419,0.207513,0,0.327262,0.000378,0,0.003856
"PH_FC_8.sorted.bam","8","FC",0.117794,0.078274,0.16535,0.478867,0.433946,0.512893,0.17554,0.137521,0.211557,0.227799,0.187419,0.265574,0.000376,0,0.0037,0.232651,0.151509,0.327806,0.048059,0,0.259028,0.001122,0,0.011784,0.262228,3e-06,0.37787,0.000325,0,0.003139,0.001061,0,0.010847,0.366737,0.165251,0.491931,0.08708,0,0.289828,0.00036,0,0.003813
"PH_FC_9.sorted.bam","9","FC",0.033052,0.000392,0.075153,0.813398,0.764894,0.860891,0.061664,0.032016,0.088213,0.091886,0.053246,0.13755,0.002789,0,0.025043,0.052497,0,0.141587,0.750138,0.636428,0.84727,0.001322,0,0.015538,0.010113,0,0.105121,0.000655,0,0.00647,0.006707,0,0.058463,0.06391,0,0.198863,0.110583,6e-06,0.170464,0.001286,0,0.013169
"PH_FV_10.sorted.bam","10","FV",0.002266,0,0.012605,0.036011,0.00015,0.079452,0.382593,0.34854,0.416279,0.57913,0.540861,0.618689,0.000771,0,0.007256,0.001186,0,0.011993,0.024651,0,0.069882,0.00099,0,0.010275,0.005352,0,0.048551,0.008629,0,0.052446,0.000815,0,0.008791,0.016183,0,0.112269,0.741585,0.650797,0.812077,0.199839,0.136504,0.264473
"PH_FV_11.sorted.bam","11","FV",0.002265,0,0.012131,0.012066,1e-06,0.050938,0.382696,0.348386,0.414199,0.602972,0.568115,0.63458,0.000767,0,0.007744,0.000957,0,0.009036,0.008076,0,0.045492,0.001092,0,0.011663,0.001636,0,0.016506,0.014439,0,0.059206,0.000947,0,0.009414,0.005388,0,0.047686,0.733786,0.655011,0.802581,0.232911,0.17744,0.288988
"PH_FV_12.sorted.bam","12","FV",0.007,1e-06,0.026469,0.041423,0.008698,0.082931,0.382969,0.352316,0.410845,0.568609,0.528444,0.604914,0.000974,0,0.009854,0.007731,0,0.044655,0.031669,0,0.071006,0.001753,0,0.017154,0.002031,0,0.022617,0.002196,0,0.018926,0.002567,0,0.025654,0.009745,0,0.066183,0.757762,0.694862,0.815948,0.183572,0.11748,0.240908
"PH_FV_1.sorted.bam","1","FV",0.009486,1e-06,0.032961,0.027737,0.000107,0.06869,0.38887,0.355115,0.42137,0.573906,0.538391,0.608058,0.007154,0,0.031382,0.001919,0,0.019783,0.008537,0,0.050181,0.001318,0,0.014083,0.016898,0,0.080371,0.016188,0,0.063357,0.001428,0,0.015699,0.019584,0,0.09032,0.727149,0.641384,0.803496,0.199825,0.137003,0.259015
"PH_FV_2.sorted.bam","2","FV",0.023568,0.000276,0.050763,0.022475,8.6e-05,0.055126,0.378434,0.345169,0.408804,0.575523,0.542448,0.606482,0.00809,0,0.045131,0.014983,0,0.061186,0.009844,0,0.043925,0.001748,0,0.017002,0.002829,0,0.027854,0.000672,0,0.007182,0.014226,0,0.075205,0.00745,0,0.061602,0.750947,0.683138,0.812639,0.189211,0.133149,0.243918
"PH_FV_4.sorted.bam","4","FV",0.015947,1.1e-05,0.044149,0.048928,0.009578,0.093148,0.360004,0.324924,0.396163,0.575121,0.535166,0.615668,0.013812,0,0.04283,0.001865,0,0.021732,0.045502,0.00028,0.091766,0.001159,0,0.01278,0.001449,0,0.014197,0.024735,0,0.081421,0.001247,0,0.012629,0.003539,0,0.039456,0.667931,0.575691,0.745309,0.238762,0.179026,0.298403
"PH_FV_5.sorted.bam","5","FV",0.004619,0,0.021545,0.040489,0.015079,0.072048,0.35288,0.320124,0.381842,0.602012,0.565892,0.635404,0.001495,0,0.015009,0.00166,0,0.016561,0.036878,0.009692,0.070016,0.002267,0,0.020763,0.002247,0,0.021288,0.002807,0,0.02359,0.002319,0,0.022699,0.003316,0,0.036334,0.695633,0.625195,0.753909,0.251378,0.194867,0.309395
"PH_FV_6.sorted.bam","6","FV",0.009011,1e-06,0.03206,0.010835,1e-06,0.0466,0.403098,0.369925,0.435641,0.577056,0.539667,0.611947,0.003488,0,0.022936,0.001172,0,0.012644,0.004016,0,0.031258,0.001078,0,0.01186,0.002685,0,0.026766,0.026171,0,0.078532,0.008795,0,0.054273,0.00978,0,0.073842,0.750089,0.657916,0.82664,0.192724,0.133387,0.253694
"PH_FV_7.sorted.bam","7","FV",0.011507,4e-06,0.034415,0.034423,0.002611,0.073816,0.365708,0.333043,0.396217,0.588362,0.551893,0.622187,0.003798,0,0.026125,0.002061,0,0.019161,0.026867,0,0.069057,0.005711,0,0.038944,0.00345,0,0.034542,0.01645,0,0.062928,0.007646,0,0.047496,0.009601,0,0.076339,0.689356,0.610698,0.759316,0.235061,0.178424,0.289401
"PH_FV_8.sorted.bam","8","FV",0.003658,0,0.01944,0.049756,0.014641,0.092989,0.376069,0.34021,0.405468,0.570517,0.533739,0.604731,0.000938,0,0.009414,0.002949,0,0.028949,0.029187,0,0.077683,0.001148,0,0.009864,0.002219,0,0.023323,0.004162,0,0.03091,0.001343,0,0.013787,0.03597,0,0.143461,0.740448,0.664304,0.802302,0.181636,0.117189,0.241648
"PH_FV_9.sorted.bam","9","FV",0.029554,0.006796,0.054254,0.012567,1e-06,0.05249,0.382504,0.350269,0.411744,0.575375,0.5402,0.608415,0.027412,0.001201,0.052726,0.001964,0,0.019614,0.005726,0,0.042151,0.00147,0,0.017485,0.002617,0,0.027695,0.001473,0,0.014075,0.000849,0,0.010003,0.009101,0,0.061837,0.757976,0.686968,0.818012,0.191412,0.134248,0.248436
"PH_GB_10.sorted.bam","10","GB",0.269293,0.219714,0.31801,0.019297,4e-06,0.064484,0.440644,0.389979,0.484035,0.270766,0.230813,0.318884,0.265181,0.21366,0.315804,0.002751,0,0.025656,0.014034,0,0.061096,0.001484,0,0.015308,0.003707,0,0.036233,0.196272,0.132411,0.263454,0.003991,0,0.034087,0.004068,0,0.038483,0.483553,0.365356,0.571963,0.02496,0,0.10037
"PH_GB_11.sorted.bam","11","GB",0.27982,0.240448,0.318773,0.006306,0,0.028498,0.436297,0.394372,0.472676,0.277577,0.244272,0.31833,0.27474,0.229389,0.316072,0.002493,0,0.024498,0.001467,0,0.015309,0.005481,0,0.05251,0.005881,0,0.045718,0.163723,0.106041,0.217305,0.002185,0,0.023921,0.001304,0,0.013346,0.533785,0.459636,0.600623,0.00894,0,0.052794
"PH_GB_12.sorted.bam","12","GB",0.328498,0.279031,0.378776,0.016987,2e-06,0.056573,0.389375,0.339269,0.432098,0.265141,0.224312,0.317891,0.31401,0.229129,0.373877,0.008785,0,0.070324,0.002811,0,0.028881,0.010991,0,0.08161,0.004897,0,0.043636,0.154769,0.083216,0.224041,0.0092,0,0.097427,0.014669,0,0.089313,0.453323,0.342672,0.553505,0.026545,0,0.10715
"PH_GB_1.sorted.bam","1","GB",0.279167,0.233943,0.323745,0.026749,6.6e-05,0.064629,0.406825,0.363413,0.443315,0.287259,0.250973,0.332481,0.274079,0.225025,0.321062,0.005203,0,0.046363,0.01908,0,0.061882,0.001997,0,0.024434,0.003706,0,0.035431,0.145957,0.087172,0.200149,0.002978,0,0.028059,0.006427,0,0.055464,0.516033,0.432434,0.588485,0.02454,0,0.087985
"PH_GB_5.sorted.bam","5","GB",0.284638,0.241607,0.327808,0.028665,4.4e-05,0.068787,0.414589,0.364623,0.4565,0.272108,0.23214,0.322872,0.243417,0.170694,0.310913,0.030893,0,0.119703,0.003912,0,0.034292,0.038872,0,0.160601,0.004486,0,0.042041,0.145486,0.060915,0.217816,0.012676,0,0.095712,0.014126,0,0.088135,0.49485,0.397808,0.576702,0.011282,0,0.073595
"PH_GB_6.sorted.bam","6","GB",0.276291,0.236219,0.317036,0.022361,1.6e-05,0.057125,0.428013,0.382726,0.466986,0.273335,0.239078,0.310335,0.26051,0.203521,0.309885,0.017812,0,0.083107,0.011161,0,0.052257,0.010534,0,0.084389,0.002219,0,0.024347,0.152976,0.085831,0.212688,0.003218,0,0.032877,0.002368,0,0.02292,0.537321,0.467252,0.609737,0.001882,0,0.017459
"PH_GB_8.sorted.bam","8","GB",0.184666,0.150352,0.221887,0.114652,0.081656,0.148546,0.38095,0.343037,0.414337,0.319732,0.28588,0.359793,0.0015,0,0.014148,0.20585,0.078548,0.283101,0.000689,0,0.007123,0.147277,0.041533,0.283154,0.005533,0,0.051421,6e-04,0,0.006175,0.013204,0,0.097725,0.016544,0,0.138183,0.607888,0.494426,0.68366,0.000914,0,0.009078
"PH_GB_9.sorted.bam","9","GB",0.26797,0.220467,0.31559,0.023407,6e-06,0.066945,0.458352,0.403848,0.503583,0.250271,0.211625,0.300022,0.257066,0.194359,0.309536,0.002474,0,0.024396,0.013883,0,0.063555,0.008859,0,0.071918,0.004572,0,0.049679,0.224438,0.144847,0.297979,0.010476,0,0.091433,0.012003,0,0.074659,0.454396,0.348869,0.548291,0.011834,0,0.078414
"PH_KC_10.sorted.bam","10","KC",0.977243,0.948733,0.999205,0.011206,2e-06,0.034592,0.003529,0,0.016208,0.008022,1e-06,0.027409,0.971488,0.931377,0.998954,0.003755,0,0.034252,0.00483,0,0.029805,0.002486,0,0.02284,0.001432,0,0.014777,0.000742,0,0.007274,0.005267,0,0.043538,0.007566,0,0.04149,0.001657,0,0.017577,0.000777,0,0.00925
"PH_KC_11.sorted.bam","11","KC",0.980449,0.951497,0.999294,0.011918,2e-06,0.039126,0.00355,0,0.016652,0.004084,0,0.01893,0.976581,0.938777,0.999116,0.00431,0,0.034795,0.007407,0,0.036867,0.001917,0,0.018743,0.001777,0,0.017536,0.000851,0,0.008856,0.001509,0,0.016046,0.002936,0,0.02515,0.001704,0,0.016397,0.001009,0,0.010398
"PH_KC_1.sorted.bam","1","KC",0.434781,0.394213,0.471683,0.089655,0.052037,0.139979,0.138981,0.107464,0.172029,0.336582,0.297141,0.375637,0.00119,0,0.011602,0.177188,0.10308,0.278253,0.000255,0,0.002586,0.147641,0.031787,0.22767,0.000612,0,0.006257,0.000177,0,0.001871,0.542355,0.446273,0.62677,0.001,0,0.011076,0.129356,0.055514,0.213919,0.000227,0,0.002292
"PH_KC_2.sorted.bam","2","KC",0.435275,0.398145,0.471421,0.009785,0,0.046917,0.263261,0.229081,0.29827,0.291679,0.251415,0.327473,0.000686,0,0.006967,0.01618,0,0.090221,0.000375,0,0.003772,0.398469,0.319794,0.4752,0.000923,0,0.009066,0.000212,0,0.002245,0.454529,0.366505,0.527185,0.001717,0,0.017058,0.126706,0.053499,0.20197,0.000203,0,0.002076
"PH_KC_4.sorted.bam","4","KC",0.995919,0.98416,0.999969,0.001556,0,0.009838,0.000918,0,0.005166,0.001607,0,0.009273,0.994501,0.977212,0.999959,0.001128,0,0.012072,0.000505,0,0.005507,0.000517,0,0.005267,0.00039,0,0.003988,0.000214,0,0.002274,0.00119,0,0.012294,0.000584,0,0.006286,0.000502,0,0.005355,0.000469,0,0.005273
"PH_KC_5.sorted.bam","5","KC",0.997152,0.989442,0.999976,0.000975,0,0.005433,0.00097,0,0.00558,0.000902,0,0.005331,0.996144,0.98448,0.999969,0.000756,0,0.007611,0.00028,0,0.002967,0.00071,0,0.007538,0.000306,0,0.00299,0.00028,0,0.002989,0.00055,0,0.006008,0.000329,0,0.003399,0.000365,0,0.003889,0.000281,0,0.002992
"PH_KC_6.sorted.bam","6","KC",0.98702,0.963214,0.99978,0.006322,1e-06,0.02479,0.002279,0,0.011425,0.004379,0,0.020287,0.983678,0.951825,0.999747,0.002479,0,0.023938,0.002972,0,0.022084,0.000864,0,0.008586,0.00122,0,0.013045,0.00074,0,0.007274,0.003342,0,0.032809,0.003001,0,0.024457,0.000995,0,0.009841,0.000709,0,0.007245
"PH_KC_7.sorted.bam","7","KC",0.997368,0.988248,0.99998,0.00121,0,0.008347,0.000676,0,0.004097,0.000746,0,0.00466,0.996689,0.985012,0.999975,0.000651,0,0.006201,0.000586,0,0.006048,0.00032,0,0.003288,0.000257,0,0.002691,0.000253,0,0.002476,0.000388,0,0.003951,0.000339,0,0.003572,0.000271,0,0.002818,0.000247,0,0.002483
"PH_KC_8.sorted.bam","8","KC",0.466877,0.427396,0.499978,0.089046,0.055192,0.131631,0.171296,0.14139,0.203961,0.272781,0.23095,0.31145,0.000545,0,0.005382,0.175571,0.105014,0.259966,0.000243,0,0.002507,0.27749,0.196438,0.35879,0.00061,0,0.005877,0.000176,0,0.001796,0.479605,0.386936,0.563165,0.001425,0,0.014048,0.06414,0,0.143852,0.000196,0,0.002094
"PH_KC_9.sorted.bam","9","KC",0.921677,0.884629,0.957243,0.012968,1e-06,0.047876,0.010859,2e-06,0.03629,0.054496,0.026429,0.085327,0.864043,0.789495,0.933191,0.017161,0,0.088336,0.001835,0,0.018786,0.00672,0,0.05145,0.001487,0,0.015258,0.000727,0,0.007365,0.091387,6.5e-05,0.162242,0.003618,0,0.042865,0.012057,0,0.063808,0.000965,0,0.01082
"PH_MC_10.sorted.bam","10","MC",0.002729,0,0.014572,0.37103,0.322811,0.424779,0.321517,0.288621,0.360411,0.304724,0.265212,0.337471,0.000615,0,0.006261,0.001885,0,0.017908,0.339137,0.188261,0.415956,0.001194,0,0.012003,0.036524,0,0.212764,0.013034,0,0.067118,0.001148,0,0.010741,0.025377,0,0.165776,0.579248,0.441306,0.65499,0.001838,0,0.018823
"PH_MC_11.sorted.bam","11","MC",0.010029,1e-06,0.036511,0.358089,0.310207,0.408502,0.341399,0.298777,0.380772,0.290482,0.247009,0.329961,0.002697,0,0.023861,0.005378,0,0.042135,0.287693,0.158632,0.39283,0.004016,0,0.036858,0.118977,0,0.285588,0.010245,0,0.069698,0.00527,0,0.038334,0.016438,0,0.11802,0.539316,0.412647,0.646029,0.009971,0,0.065187
"PH_MC_12.sorted.bam","12","MC",0.008551,0,0.041678,0.397942,0.341011,0.456935,0.339552,0.293623,0.383876,0.253956,0.203834,0.300047,0.002476,0,0.027454,0.003997,0,0.042176,0.389209,0.310022,0.455513,0.003312,0,0.032944,0.002689,0,0.027192,0.094248,0.020379,0.164232,0.004841,0,0.047092,0.010779,0,0.131774,0.484607,0.375819,0.58098,0.003843,0,0.040755
"PH_MC_5.sorted.bam","5","MC",0.007881,1e-06,0.032425,0.37423,0.327917,0.423727,0.335171,0.299444,0.369277,0.282717,0.241368,0.324617,0.002651,0,0.02141,0.005418,0,0.046694,0.327044,0.210183,0.415994,0.001647,0,0.017265,0.022937,0,0.13559,0.077338,0.014645,0.141429,0.003395,0,0.032733,0.066017,0,0.22165,0.491083,0.371057,0.584388,0.002469,0,0.02378
"PH_MC_6.sorted.bam","6","MC",0.02163,2.1e-05,0.057332,0.379821,0.331198,0.428786,0.328608,0.293738,0.364021,0.269941,0.230666,0.306624,0.004028,0,0.032173,0.016084,0,0.093329,0.35027,0.266929,0.413385,0.017396,0,0.08753,0.036464,0,0.157624,0.03753,0,0.096201,0.001724,0,0.017106,0.006554,0,0.06012,0.528296,0.446274,0.602964,0.001654,0,0.017323
"PH_MC_7.sorted.bam","7","MC",0.144381,0.101599,0.18659,0.216055,0.169435,0.261135,0.342046,0.302494,0.378573,0.297518,0.254394,0.342528,0.000729,0,0.007294,0.278686,0.179414,0.36726,0.004884,0,0.043364,0.005054,0,0.072315,0.115767,0,0.224677,0.000897,0,0.009615,0.003566,0,0.041603,0.027888,0,0.162466,0.561476,0.454616,0.659757,0.001053,0,0.012222
"PH_MC_8.sorted.bam","8","MC",0.005677,0,0.027303,0.333212,0.282418,0.391604,0.345017,0.306549,0.385128,0.316093,0.272827,0.360545,0.00218,0,0.021326,0.001702,0,0.019008,0.318672,0.22213,0.381183,0.0018,0,0.019316,0.009258,0,0.091351,0.04004,0,0.117508,0.003492,0,0.033776,0.01812,0,0.165989,0.598898,0.446687,0.690892,0.005838,0,0.05735
"PH_MC_9.sorted.bam","9","MC",0.020201,4e-06,0.057266,0.368861,0.308722,0.434089,0.326983,0.278756,0.372533,0.283955,0.230953,0.335064,0.002811,0,0.028703,0.015559,0,0.095335,0.317519,0.18747,0.424603,0.013972,0,0.079933,0.00818,0,0.081811,0.104117,1e-06,0.198062,0.005248,0,0.051955,0.078944,0,0.282208,0.423581,0.252756,0.593538,0.030068,0,0.123324
"PH_ML_10.sorted.bam","10","ML",0.901528,0.862472,0.938932,0.07825,0.037143,0.117985,0.00914,1e-06,0.030878,0.011082,2e-06,0.036685,0.825422,0.752641,0.90977,0.142432,0.000169,0.228082,0.004402,0,0.051509,0.003917,0,0.037834,0.001583,0,0.017639,0.001633,0,0.014934,0.005863,0,0.056656,0.003682,0,0.033145,0.009514,0,0.05025,0.001553,0,0.014083
"PH_ML_11.sorted.bam","11","ML",0.959819,0.923305,0.99214,0.024119,4.8e-05,0.064297,0.00716,1e-06,0.025741,0.008902,1e-06,0.032244,0.946566,0.87928,0.990618,0.021291,0,0.105714,0.007546,0,0.048778,0.002609,0,0.023776,0.003995,0,0.035868,0.001126,0,0.010838,0.002605,0,0.024281,0.007861,0,0.053627,0.005465,0,0.041488,0.000936,0,0.010466
"PH_ML_12.sorted.bam","12","ML",0.977514,0.944411,0.999273,0.010935,1e-06,0.041681,0.004306,0,0.019127,0.007246,1e-06,0.027833,0.972763,0.930586,0.999097,0.004057,0,0.039152,0.005706,0,0.037579,0.001094,0,0.011772,0.002522,0,0.021133,0.000821,0,0.00805,0.004351,0,0.035696,0.003878,0,0.03204,0.003354,0,0.027716,0.001455,0,0.01516
"PH_ML_1.sorted.bam","1","ML",0.910837,0.8749,0.945257,0.049414,0.0098,0.087805,0.012473,5e-06,0.035414,0.027276,0.000179,0.058909,0.855496,0.779413,0.927455,0.07864,0,0.166222,0.002516,0,0.023071,0.003395,0,0.033177,0.005652,0,0.043341,0.000516,0,0.005643,0.028646,0,0.107203,0.009503,0,0.078197,0.014868,0,0.060919,0.000767,0,0.007717
"PH_ML_3.sorted.bam","3","ML",0.992451,0.975353,0.999881,0.003384,0,0.018149,0.0026,0,0.012039,0.001565,0,0.008897,0.989841,0.963583,0.999855,0.002642,0,0.027318,0.001225,0,0.011458,0.001794,0,0.016627,0.001202,0,0.011442,0.000567,0,0.005667,0.000783,0,0.00824,0.000474,0,0.005386,0.001069,0,0.010499,0.000403,0,0.004188
"PH_ML_4.sorted.bam","4","ML",0.966231,0.933272,0.993181,0.017044,7e-06,0.050087,0.007525,1e-06,0.023551,0.0092,1e-06,0.028743,0.958531,0.910665,0.992199,0.007148,0,0.059011,0.009615,0,0.046298,0.004635,0,0.034739,0.002272,0,0.020402,0.001027,0,0.009861,0.003617,0,0.035517,0.005438,0,0.040339,0.006088,0,0.038175,0.001628,0,0.014105
"PH_ML_5.sorted.bam","5","ML",0.985295,0.960561,0.99959,0.008503,1e-06,0.031871,0.002701,0,0.013455,0.003501,0,0.020893,0.980068,0.938615,0.999495,0.005988,0,0.047283,0.004078,0,0.026369,0.001388,0,0.015072,0.001184,0,0.011544,0.000845,0,0.008069,0.003079,0,0.033998,0.001677,0,0.017384,0.001142,0,0.011165,0.000552,0,0.005447
"PH_ML_6.sorted.bam","6","ML",0.970628,0.933745,0.998123,0.01558,1.1e-05,0.049016,0.004512,0,0.019951,0.00928,1e-06,0.032375,0.96353,0.898967,0.997592,0.00751,0,0.0727,0.006609,0,0.04121,0.001776,0,0.01847,0.002566,0,0.02152,0.000565,0,0.005358,0.00491,0,0.045757,0.007865,0,0.04608,0.003553,0,0.029244,0.001116,0,0.011344
"PH_ML_8.sorted.bam","8","ML",0.70893,0.670122,0.749434,0.089603,0.048622,0.132737,0.141041,0.109498,0.173732,0.060426,0.023417,0.096994,0.437025,0.353337,0.539133,0.176014,0.092571,0.262873,0.000616,0,0.006422,0.264912,0.17345,0.337046,0.000676,0,0.007504,0.000276,0,0.002729,0.102885,0,0.189899,0.001283,0,0.013923,0.015942,0,0.104651,0.000371,0,0.003763
"PH_OF_10.sorted.bam","10","OF",0.003747,0,0.020046,0.047314,0.017018,0.084386,0.37597,0.341673,0.404861,0.572969,0.540391,0.607276,0.001368,0,0.013121,0.001946,0,0.020549,0.040661,4.4e-05,0.077674,0.000687,0,0.007022,0.003112,0,0.031674,0.001969,0,0.019333,0.002125,0,0.020535,0.008249,0,0.065307,0.744203,0.672359,0.804056,0.195681,0.141202,0.252611
"PH_OF_11.sorted.bam","11","OF",0.021145,1.8e-05,0.056336,0.064669,0.02567,0.113103,0.357544,0.32381,0.390635,0.556643,0.515027,0.597265,0.007057,0,0.043151,0.013326,0,0.073413,0.054568,0.00243,0.102383,0.009678,0,0.068529,0.001643,0,0.018633,0.0066,0,0.050891,0.005171,0,0.041934,0.005234,0,0.048246,0.690566,0.610714,0.756861,0.206157,0.146986,0.267512
"PH_OF_12.sorted.bam","12","OF",0.066563,0.036033,0.099488,0.016948,3e-06,0.059699,0.360094,0.325553,0.390652,0.556394,0.517727,0.591833,0.059719,0.022207,0.095259,0.006175,0,0.053626,0.006241,0,0.041752,0.002454,0,0.023033,0.001457,0,0.015146,0.001969,0,0.018099,0.005059,0,0.046725,0.013784,0,0.085335,0.71234,0.639842,0.773724,0.190803,0.128832,0.249882
"PH_OF_3.sorted.bam","3","OF",0.049832,0.015947,0.090144,0.049406,0.000678,0.096196,0.369374,0.329606,0.405045,0.531387,0.493279,0.569914,0.029469,0,0.083765,0.019249,0,0.097793,0.03379,0,0.09254,0.014904,0,0.103101,0.005332,0,0.056389,0.013112,0,0.063925,0.006574,0,0.063746,0.006651,0,0.060792,0.692288,0.59772,0.772193,0.17863,0.117026,0.242149
"PH_OF_4.sorted.bam","4","OF",0.02985,0.000638,0.060478,0.036368,0.001704,0.078673,0.328645,0.290665,0.360982,0.605138,0.565697,0.643862,0.007771,0,0.048894,0.021644,0,0.086889,0.008679,0,0.057254,0.004913,0,0.043316,0.009339,0,0.064659,0.006125,0,0.044185,0.017602,0,0.086547,0.024394,0,0.116147,0.630787,0.543181,0.702011,0.268746,0.197476,0.332717
"PH_OF_5.sorted.bam","5","OF",0.049568,0.017546,0.09042,0.020118,8e-06,0.054063,0.347733,0.308467,0.384987,0.58258,0.544587,0.621203,0.035033,0,0.087473,0.022611,0,0.085958,0.005778,0,0.044814,0.002629,0,0.028322,0.00369,0,0.030909,0.056832,0.000307,0.107914,0.003831,0,0.036783,0.002379,0,0.025233,0.575484,0.485911,0.673524,0.291733,0.227705,0.355213
"PH_OF_6.sorted.bam","6","OF",0.085964,0.059575,0.113066,0.018802,2.8e-05,0.05325,0.406465,0.37348,0.434464,0.488769,0.459701,0.500326,0.000493,0,0.004958,0.013239,0,0.070524,0.000691,0,0.007047,0.003486,0,0.036986,0.004542,0,0.036333,0.000568,0,0.006229,0.154218,0.083555,0.215247,0.018441,0,0.091121,0.803767,0.736744,0.859806,0.000556,0,0.005831
"PH_OF_7.sorted.bam","7","OF",0.035372,0.015648,0.058122,0.026036,0.000731,0.050885,0.461643,0.433916,0.482532,0.476949,0.453194,0.499971,2e-04,0,0.00208,0.037059,0,0.086706,0.00025,0,0.002677,0.004199,0,0.039776,0.004465,0,0.038964,0.000166,0,0.001662,0.029086,0,0.104171,0.010048,0,0.065946,0.914289,0.857263,0.956035,0.000238,0,0.002394
"PH_PC_10.sorted.bam","10","PC",0.010297,1e-06,0.036032,0.162969,0.115197,0.24604,0.230245,0.199831,0.261584,0.596488,0.498546,0.638597,0.005976,0,0.033658,0.003357,0,0.034508,0.037495,0,0.109747,0.00223,0,0.023442,0.002158,0,0.021079,0.002001,0,0.019051,0.003056,0,0.032063,0.245433,0.087462,0.447454,0.4521,0.385263,0.51695,0.246193,0.000857,0.338578
"PH_PC_11.sorted.bam","11","PC",0.009179,1e-06,0.034927,0.152422,0.105505,0.20439,0.269418,0.235208,0.303518,0.568981,0.525911,0.607614,0.00151,0,0.015921,0.009185,0,0.054633,0.07424,0.018707,0.147729,0.001251,0,0.012053,0.001113,0,0.010836,0.000482,0,0.005256,0.004901,0,0.044739,0.146068,0,0.27504,0.535508,0.468015,0.604263,0.225743,0.145147,0.310451
"PH_PC_12.sorted.bam","12","PC",0.00373,0,0.01922,0.128012,0.089618,0.175457,0.261657,0.228948,0.292504,0.606601,0.559516,0.647464,0.001121,0,0.011082,0.002598,0,0.025162,0.094187,0,0.169656,0.000736,0,0.007525,0.001204,0,0.012075,0.001035,0,0.010492,0.001884,0,0.018038,0.063848,0,0.245994,0.519303,0.451822,0.580938,0.314084,0.2348,0.383689
"PH_PC_1.sorted.bam","1","PC",0.011455,1e-06,0.044656,0.171929,0.124285,0.225024,0.225542,0.190467,0.260785,0.591074,0.551089,0.629455,0.001415,0,0.014408,0.004521,0,0.041052,0.00479,0,0.04444,0.002439,0,0.023566,0.001576,0,0.016458,0.002065,0,0.018742,0.013119,0,0.082193,0.328183,0.21873,0.421817,0.442939,0.373033,0.516344,0.198953,0.121589,0.27654
"PH_PC_2.sorted.bam","2","PC",0.010287,1e-06,0.034111,0.154618,0.115316,0.201117,0.266526,0.231789,0.299456,0.568569,0.526924,0.606565,0.001684,0,0.016351,0.00676,0,0.050333,0.007995,0,0.064201,0.004946,0,0.039561,0.005336,0,0.045063,0.001831,0,0.017819,0.005499,0,0.046109,0.281149,0.178392,0.373365,0.519109,0.447255,0.590405,0.16569,0.089605,0.244192
"PH_PC_3.sorted.bam","3","PC",0.005402,0,0.026204,0.11832,0.090436,0.151636,0.37909,0.347362,0.406503,0.497189,0.483643,0.50091,0.000268,0,0.002786,0.003792,0,0.03008,0.000483,0,0.00499,0.000742,0,0.007632,0.000552,0,0.0057,0.00018,0,0.001885,0.005734,0,0.043311,0.231329,0.175013,0.289448,0.756525,0.692871,0.810617,0.000396,0,0.003972
"PH_PC_4.sorted.bam","4","PC",0.010857,1e-06,0.04188,0.166116,0.127471,0.206046,0.292883,0.261172,0.326359,0.530145,0.501122,0.558079,0.000842,0,0.008927,0.005061,0,0.042242,0.005092,0,0.032863,0.001258,0,0.01268,0.000711,0,0.007576,0.000342,0,0.0036,0.013712,0,0.067777,0.316277,0.217466,0.397979,0.583112,0.519368,0.650201,0.073594,0.021478,0.124885
"PH_PC_5.sorted.bam","5","PC",0.038129,0.002827,0.070899,0.149528,0.108921,0.195389,0.253298,0.219759,0.286325,0.559045,0.513016,0.597097,0.011581,0,0.057035,0.009611,0,0.067321,0.007242,0,0.053821,0.003366,0,0.035692,0.001076,0,0.01146,0.002776,0,0.019744,0.04012,0,0.126811,0.273885,0.174122,0.372272,0.496603,0.426967,0.56607,0.153741,0.043032,0.230036
