"V1","individual_id","population","q_1","lb_q_1","ub_q_1","q_2","lb_q_2","ub_q_2","q_3","lb_q_3","ub_q_3","q_4","lb_q_4","ub_q_4","q_5","lb_q_5","ub_q_5","q_6","lb_q_6","ub_q_6","q_7","lb_q_7","ub_q_7","q_8","lb_q_8","ub_q_8","q_9","lb_q_9","ub_q_9","Q_1_1","lb_Q_1_1","ub_Q_1_1","Q_2_1","lb_Q_2_1","ub_Q_2_1","Q_2_2","lb_Q_2_2","ub_Q_2_2","Q_3_1","lb_Q_3_1","ub_Q_3_1","Q_3_2","lb_Q_3_2","ub_Q_3_2","Q_3_3","lb_Q_3_3","ub_Q_3_3","Q_4_1","lb_Q_4_1","ub_Q_4_1","Q_4_2","lb_Q_4_2","ub_Q_4_2","Q_4_3","lb_Q_4_3","ub_Q_4_3","Q_4_4","lb_Q_4_4","ub_Q_4_4","Q_5_1","lb_Q_5_1","ub_Q_5_1","Q_5_2","lb_Q_5_2","ub_Q_5_2","Q_5_3","lb_Q_5_3","ub_Q_5_3","Q_5_4","lb_Q_5_4","ub_Q_5_4","Q_5_5","lb_Q_5_5","ub_Q_5_5","Q_6_1","lb_Q_6_1","ub_Q_6_1","Q_6_2","lb_Q_6_2","ub_Q_6_2","Q_6_3","lb_Q_6_3","ub_Q_6_3","Q_6_4","lb_Q_6_4","ub_Q_6_4","Q_6_5","lb_Q_6_5","ub_Q_6_5","Q_6_6","lb_Q_6_6","ub_Q_6_6","Q_7_1","lb_Q_7_1","ub_Q_7_1","Q_7_2","lb_Q_7_2","ub_Q_7_2","Q_7_3","lb_Q_7_3","ub_Q_7_3","Q_7_4","lb_Q_7_4","ub_Q_7_4","Q_7_5","lb_Q_7_5","ub_Q_7_5","Q_7_6","lb_Q_7_6","ub_Q_7_6","Q_7_7","lb_Q_7_7","ub_Q_7_7","Q_8_1","lb_Q_8_1","ub_Q_8_1","Q_8_2","lb_Q_8_2","ub_Q_8_2","Q_8_3","lb_Q_8_3","ub_Q_8_3","Q_8_4","lb_Q_8_4","ub_Q_8_4","Q_8_5","lb_Q_8_5","ub_Q_8_5","Q_8_6","lb_Q_8_6","ub_Q_8_6","Q_8_7","lb_Q_8_7","ub_Q_8_7","Q_8_8","lb_Q_8_8","ub_Q_8_8","Q_9_1","lb_Q_9_1","ub_Q_9_1","Q_9_2","lb_Q_9_2","ub_Q_9_2","Q_9_3","lb_Q_9_3","ub_Q_9_3","Q_9_4","lb_Q_9_4","ub_Q_9_4","Q_9_5","lb_Q_9_5","ub_Q_9_5","Q_9_6","lb_Q_9_6","ub_Q_9_6","Q_9_7","lb_Q_9_7","ub_Q_9_7","Q_9_8","lb_Q_9_8","ub_Q_9_8","Q_9_9","lb_Q_9_9","ub_Q_9_9"
"PH_TB_12.sorted.bam","12","TB",0.497995,0.418305,0.679148,0.001634,0,0.011454,0.008601,0,0.044152,0.002023,0,0.013816,0.001281,0,0.009633,0.314249,0.23724,0.405388,0.12796,0,0.232509,0.032563,0,0.077988,0.013693,0,0.063371,0.088318,0,0.370079,0.000174,0,0.001062,0.000357,0,0.004377,0.000792,0,0.010081,0.000406,0,0.005751,0.0038,0,0.038628,0.00052,0,0.007199,0.000313,0,0.002827,0.000379,0,0.004164,0.000369,0,0.00474,0.000165,0,0.001855,0.000206,0,0.002039,0.000366,0,0.003477,0.000162,0,0.001827,0.000189,0,0.002019,0.611288,0.452049,0.793777,0.000213,0,0.002051,0.001228,0,0.018878,0.000566,0,0.00616,0.000192,0,0.002554,0.004013,0,0.054202,0.205376,0,0.443514,0.000626,0,0.006992,0.005138,0,0.059918,0.000667,0,0.00952,0.000386,0,0.004608,0.000795,0,0.007932,0.014045,0,0.088428,0.000471,0,0.00356,0.000128,0,0.001449,0.001205,0,0.016568,0.000433,0,0.006258,0.000446,0,0.005511,8.3e-05,0,0.000966,0.00053,0,0.003904,0.030722,0,0.077143,0.000569,0,0.00697,0.000488,0,0.006181,8.7e-05,0,0.000735,0.000267,0,0.002835,0.000262,0,0.003152,0.006109,0,0.065301,0.014313,0,0.123706,0.000386,0,0.003728,0.002453,0,0.029457
"PH_TB_1.sorted.bam","1","TB",0.540293,0.447721,0.717855,0.002207,0,0.016448,0.00819,0,0.039599,0.003578,0,0.022908,0.001607,0,0.012101,0.25037,0.189102,0.321381,0.158434,0,0.262556,0.013246,0,0.062097,0.022076,0,0.088227,0.232295,0.056582,0.715122,0.000303,0,0.00379,0.000249,0,0.002894,0.003499,0,0.049832,0.000251,0,0.002561,0.000685,0,0.009883,0.000712,0,0.008348,0.000127,0,0.001107,0.001171,0,0.015605,0.001032,0,0.015263,0.000126,0,0.00121,0.000242,0,0.002248,0.000232,0,0.003036,0.000262,0,0.002224,0.000322,0,0.004045,0.303992,0,0.62902,0.000714,0,0.008409,0.004392,0,0.057673,0.001005,0,0.014779,0.000184,0,0.001628,0.078364,0,0.193832,0.306242,0,0.512924,0.00145,0,0.023087,0.003076,0,0.037463,0.000676,0,0.010152,0.000761,0,0.010498,0.001815,0,0.02993,0.000665,0,0.007304,0.000679,0,0.006486,0.000617,0,0.008221,0.001804,0,0.027335,0.000617,0,0.00565,0.000538,0,0.007675,0.005234,0,0.06063,0.001336,0,0.017802,0.007663,0,0.059511,0.000441,0,0.005549,0.000212,0,0.002581,0.000584,0,0.007617,0.000523,0,0.008153,0.000225,0,0.002511,0.026674,0,0.173174,0.000182,0,0.001849,0.00034,0,0.004052,0.007485,0,0.042152
"PH_TB_2.sorted.bam","2","TB",0.53408,0.460106,0.678795,0.001797,0,0.013752,0.001519,0,0.012016,0.008598,0,0.034108,0.001431,0,0.010435,0.320391,0.261879,0.379213,0.103696,0,0.209055,0.002708,0,0.01942,0.02578,0,0.06678,0.164119,0.041337,0.370933,0.000268,0,0.002588,0.00069,0,0.010295,0.00035,0,0.003126,8.6e-05,0,0.001022,0.000182,0,0.00202,0.000564,0,0.006787,0.000222,0,0.00183,0.000104,0,0.001085,0.006475,0,0.033043,0.000312,0,0.003302,0.000171,0,0.001793,0.000188,0,0.001944,0.000437,0,0.006247,0.000343,0,0.004221,0.632367,0.512276,0.749294,0.000336,0,0.003893,0.000576,0,0.007381,0.000441,0,0.003659,0.000286,0,0.003772,0.000871,0,0.00721,0.104325,0,0.29587,0.00062,0,0.007481,0.000721,0,0.007634,0.000783,0,0.011074,0.000381,0,0.004705,0.00247,0,0.035195,0.02694,0,0.096824,0.000411,0,0.004031,0.000335,0,0.004247,0.000239,0,0.003446,0.001238,0,0.018038,0.000189,0,0.001612,0.000843,0,0.012373,0.000393,0,0.004292,0.00067,0,0.00771,0.001325,0,0.021313,0.000176,0,0.00194,0.000409,0,0.003683,0.000457,0,0.005967,0.000212,0,0.002465,0.001722,0,0.029461,0.043819,0,0.131847,0.000429,0,0.005682,0.001507,0,0.020652
"PH_TB_3.sorted.bam","3","TB",0.47842,0.395351,0.65147,0.004171,0,0.021871,0.004407,0,0.02828,0.011936,0,0.043329,0.011568,0,0.037044,0.270887,0.210171,0.334212,0.140996,0.011065,0.238041,0.060981,0.021885,0.10356,0.016635,0,0.069802,0.146232,0.026448,0.399578,0.00029,0,0.003007,0.000241,0,0.002617,0.000498,0,0.006127,0.000441,0,0.006286,0.000306,0,0.003888,0.001014,0,0.010301,0.001103,0,0.018132,0.001583,0,0.025661,0.001718,0,0.025483,0.00061,0,0.008067,0.002239,0,0.026129,0.001043,0,0.01377,0.001718,0,0.023984,0.00531,0,0.032634,0.435992,0.239411,0.661182,0.000556,0,0.005635,0.00054,0,0.005597,0.005321,0,0.058421,0.000543,0,0.006751,0.037347,0,0.130292,0.224706,0,0.449005,0.002161,0,0.03137,0.002136,0,0.033925,0.005941,0,0.068172,0.005311,0,0.053179,0.008362,0,0.102624,0.003965,0,0.0536,0.000996,0,0.012331,0.000335,0,0.004837,0.000732,0,0.007755,0.002601,0,0.038277,0.000278,0,0.00249,0.01228,0,0.134805,0.009765,0,0.094765,0.046212,0,0.100969,0.000271,0,0.002169,0.000733,0,0.011424,0.00123,0,0.019915,0.001154,0,0.015735,0.000774,0,0.011472,0.003484,0,0.044759,0.015679,0,0.136879,0.00255,0,0.034179,0.003698,0,0.038849
"PH_TB_4.sorted.bam","4","TB",0.202263,0.155336,0.25708,0.082683,0.046914,0.133547,0.117041,0.076262,0.160095,0.067336,0.041496,0.099145,0.005793,0,0.030239,0.272606,0.203216,0.35506,0.127936,0,0.231152,0.067441,0.042964,0.095983,0.056901,0.022504,0.09154,1e-04,0,0.000691,0.000211,0,0.002024,4.7e-05,0,0.000531,0.000543,0,0.005885,0.000292,0,0.003276,0.000111,0,0.000892,0.001239,0,0.016,0.001824,0,0.023437,0.046833,0,0.194208,5.4e-05,0,0.000538,0.000545,0,0.004364,0.000137,0,0.001262,0.00028,0,0.003189,0.000913,0,0.01283,4.5e-05,0,0.000399,0.298426,0.134547,0.478547,0.160097,0.0825,0.263025,0.000554,0,0.007145,0.000147,0,0.001537,0.001975,0,0.026991,7e-05,0,0.00067,0.089742,0,0.242939,0.000887,0,0.007257,0.161856,0,0.285816,0.000812,0,0.010576,0.000404,0,0.004734,0.000134,0,0.00143,4.7e-05,0,0.000384,0.001549,0,0.022505,0.001573,0,0.021427,0.022965,0,0.153602,0.082461,0,0.15842,0.006789,0,0.05737,0.001127,0,0.014384,0.001375,0,0.015551,6.5e-05,0,0.000632,0.012071,0,0.104147,0.000249,0,0.001534,0.000537,0,0.004662,0.000334,0,0.003597,0.000452,0,0.004243,0.082611,0,0.176916,0.000566,0,0.006709,0.016912,0,0.123986,3.4e-05,0,0.000322
"PH_TB_6.sorted.bam","6","TB",0.514981,0.43168,0.696244,0.005381,0,0.04249,0.01264,0,0.058095,0.006638,0,0.035519,0.001013,0,0.007659,0.271599,0.196785,0.3749,0.147237,1e-06,0.256748,0.037675,0,0.078236,0.002835,0,0.027553,0.136649,0,0.402908,0.000435,0,0.004934,0.00052,0,0.007047,0.001433,0,0.016205,0.000149,0,0.001414,0.000321,0,0.002609,0.000244,0,0.00262,0.000521,0,0.00764,0.000291,0,0.001812,0.005331,0,0.03467,0.000115,0,0.000962,0.000132,0,0.001409,0.000174,0,0.002045,0.000147,0,0.001552,0.000138,0,0.001417,0.535509,0.378509,0.747285,0.000306,0,0.003648,0.001823,0,0.028419,0.000384,0,0.004269,0.000271,0,0.003626,0.000531,0,0.007067,0.216279,0,0.455421,0.007197,0,0.083824,0.019276,0,0.115903,0.000602,0,0.00626,0.000511,0,0.005553,0.000185,0,0.002003,0.000575,0,0.00669,0.002116,0,0.030344,0.000764,0,0.006348,0.001229,0,0.019172,0.000213,0,0.002624,0.000109,0,0.001029,0.003222,0,0.055384,0.046366,0,0.134369,0.010593,0,0.073156,0.000534,0,0.007797,0.000217,0,0.002111,0.000265,0,0.00323,0.000212,0,0.00237,0.000292,0,0.003512,0.000437,0,0.005789,0.002909,0,0.047619,0.000144,0,0.001477,0.000331,0,0.003701
"PH_TB_7.sorted.bam","7","TB",0.401462,0.328382,0.499981,0.104238,0.072075,0.143307,0.006669,0,0.04715,0.001992,0,0.014508,0.001057,0,0.008027,0.293357,0.216211,0.370274,0.134104,0,0.247567,0.052033,0.017673,0.089353,0.005087,0,0.034031,0.001357,0,0.015159,0.068381,0,0.283068,0.001022,0,0.01412,0.000547,0,0.006719,0.001355,0,0.018559,0.000722,0,0.010122,0.000732,0,0.010187,0.000526,0,0.004392,0.000321,0,0.003344,0.000329,0,0.004205,0.00023,0,0.002686,0.000151,0,0.001175,0.000167,0,0.00191,0.000263,0,0.003713,0.000164,0,0.001835,0.469439,0.219741,0.7246,0.09823,0,0.230103,0.000426,0,0.004398,0.000456,0,0.0051,0.000182,0,0.002181,0.001366,0,0.023143,0.208275,0,0.469131,0.024241,0,0.240902,0.008246,0,0.093857,0.000383,0,0.00475,0.000127,0,0.001498,0.000278,0,0.003061,0.001731,0,0.027808,0.05196,0,0.156482,0.013074,0,0.155869,0.000233,0,0.001618,0.000423,0,0.00466,0.000329,0,0.003454,0.013645,0,0.106449,0.01946,0,0.130751,0.001336,0,0.020553,0.000646,0,0.009743,0.000472,0,0.007192,6e-04,0,0.007225,0.000222,0,0.002548,0.000336,0,0.004379,0.001327,0,0.020987,0.003737,0,0.055405,0.00227,0,0.038353,0.000282,0,0.003405
"PH_TB_8.sorted.bam","8","TB",0.487016,0.400071,0.671587,0.002299,0,0.014884,0.008623,0,0.039924,0.002812,0,0.019187,0.000979,0,0.007136,0.289602,0.220994,0.35786,0.144702,2e-06,0.250593,0.032807,0,0.080798,0.031161,4e-06,0.070011,0.155098,0.043891,0.405798,0.000466,0,0.004217,0.000764,0,0.009919,0.000252,0,0.002775,0.000282,0,0.003965,0.000925,0,0.013366,0.000416,0,0.004536,0.000646,0,0.009101,0.000181,0,0.001731,0.000978,0,0.016048,0.000132,0,0.000992,0.000111,0,0.001298,0.00022,0,0.002193,0.000238,0,0.003022,0.000103,0,0.001176,0.537567,0.340861,0.70427,0.000158,0,0.00187,0.003151,0,0.044925,0.000382,0,0.004074,0.000448,0,0.006406,0.002476,0,0.033369,0.123189,0,0.338595,0.000521,0,0.007189,0.006778,0,0.070615,0.000374,0,0.00436,0.000344,0,0.004366,0.020941,0,0.132545,0.039431,0,0.127507,0.000444,0,0.003716,0.000464,0,0.005742,0.001613,0,0.024284,0.001121,0,0.017896,0.000137,0,0.001305,0.005663,0,0.07876,0.012769,0,0.107454,0.020869,0,0.076728,0.00137,0,0.016188,0.00042,0,0.004611,0.002919,0,0.040959,0.00031,0,0.003734,0.000119,0,0.001174,0.00594,0,0.079448,0.045625,0,0.131043,0.001667,0,0.02441,0.001977,0,0.029465
"PH_TB_9.sorted.bam","9","TB",0.182405,0.132903,0.236137,0.091837,0.059,0.129239,0.073087,0.000358,0.121267,0.060429,0.034061,0.088397,0.157937,0.12067,0.201779,0.103319,0.060391,0.149343,0.294685,0.226511,0.351342,0.032416,1e-06,0.063906,0.003884,0,0.03052,0.000146,0,0.001,0.001113,0,0.014682,6e-05,0,0.000621,0.009061,0,0.106995,0.000903,0,0.008877,7.1e-05,0,0.000733,0.000386,0,0.004966,0.118494,0.064964,0.172857,0.000726,0,0.00315,3.6e-05,0,0.000367,0.000457,0,0.007171,0.000667,0,0.007505,0.00073,0,0.007037,0.000547,0,0.006001,5.9e-05,0,0.000614,0.000147,0,0.001602,0.000767,0,0.009275,0.000118,0,0.001334,0.000129,0,0.001328,0.20494,0.11942,0.297737,4.7e-05,0,0.000474,0.35288,0.258536,0.462853,0.003928,0,0.048726,0.129805,0,0.241727,0.000112,0,0.001017,0.101427,0,0.205901,0.000121,0,0.001307,5.9e-05,0,0.000582,0.000209,0,0.003039,0.056609,0,0.125365,0.000637,0,0.008836,8.8e-05,0,0.000827,0.006347,0,0.079758,0.000113,0,0.00119,0.000302,0,0.002915,4e-05,0,0.000412,0.000262,0,0.002247,0.001073,0,0.017166,0.004053,0,0.059199,0.000303,0,0.00313,0.000639,0,0.00728,0.000209,0,0.001736,0.000677,0,0.008705,0.000445,0,0.00398,5.3e-05,0,0.000574
"PH_WC_10.sorted.bam","10","WC",0.040354,1e-06,0.102209,0.028812,3e-06,0.071823,0.468245,0.383045,0.704413,0.009425,0,0.036908,0.02344,0.000934,0.050185,0.042819,0.008112,0.080944,0.381043,0.148409,0.4634,0.003941,0,0.02285,0.001921,0,0.012099,0.00041,0,0.004039,0.001107,0,0.014755,0.000586,0,0.008566,0.015384,0,0.199156,0.002381,0,0.02876,0.094363,0,0.515922,0.001922,0,0.028204,0.010813,0,0.0706,0.000701,0,0.009243,0.000144,0,0.00142,0.012883,0,0.074162,0.001931,0,0.02781,0.001439,0,0.019108,0.002188,0,0.029553,0.00068,0,0.010239,0.046203,0,0.138302,0.011804,0,0.080004,0.005121,0,0.080127,0.000871,0,0.013163,0.018612,0,0.093541,0.000493,0,0.006579,0.001463,0,0.023147,0.026816,0,0.129162,0.721195,0.268167,0.889203,0.001571,0,0.023808,0.006822,0,0.061026,0.000591,0,0.009476,0.000384,0,0.004609,0.000641,0,0.008257,0.000982,0,0.014442,0.001227,0,0.017964,0.00014,0,0.001183,0.001336,0,0.018953,0.000873,0,0.013056,0.001996,0,0.025149,0.000209,0,0.002843,0.000286,0,0.003644,0.000619,0,0.008321,0.000316,0,0.003365,0.000356,0,0.005019,0.00031,0,0.003225,0.000575,0,0.008635,0.000864,0,0.012759,0.000271,0,0.00323,0.000122,0,0.001206
"PH_WC_11.sorted.bam","11","WC",0.065094,0.023955,0.135853,0.017547,0,0.058859,0.474581,0.388332,0.734575,0.007267,0,0.030781,0.009203,0,0.031513,0.051564,0.00051,0.096736,0.368763,0.129863,0.451431,0.002823,0,0.016243,0.003157,0,0.019408,0.000186,0,0.001501,0.001121,0,0.016555,0.000452,0,0.00626,0.045038,0,0.268638,0.001075,0,0.014167,0.082369,0,0.521881,0.002766,0,0.037956,0.005012,0,0.044559,0.001799,0,0.026793,0.000208,0,0.00236,0.001045,0,0.014481,0.002003,0,0.024548,0.004975,0,0.046095,0.002246,0,0.031923,0.000178,0,0.001616,0.076081,0,0.168733,0.021038,0,0.113681,0.001283,0,0.018707,0.000223,0,0.002056,0.002827,0,0.035778,0.000158,0,0.002084,0.002663,0,0.043199,0.000985,0,0.012333,0.728259,0.257664,0.892616,0.000266,0,0.002646,0.004168,0,0.047113,0.000452,0,0.004889,8.7e-05,0,0.000956,0.000619,0,0.007372,0.001247,0,0.017796,0.001049,0,0.016929,0.000786,0,0.011451,0.000473,0,0.005453,0.000468,0,0.004186,0.000203,0,0.00198,0.000112,0,0.001142,0.000481,0,0.005534,0.001708,0,0.024204,0.000946,0,0.013898,0.001018,0,0.014339,0.000314,0,0.003109,0.000441,0,0.003095,0.000357,0,0.004048,0.000577,0,0.007678,0.000237,0,0.002902
"PH_WC_1.sorted.bam","1","WC",0.058281,0.001157,0.108618,0.023541,1e-06,0.057519,0.463093,0.370401,0.723124,0.024923,0.002692,0.051865,0.004526,0,0.024204,0.075297,0.039845,0.113003,0.341548,0.063614,0.437312,0.001546,0,0.012032,0.007245,0,0.055568,0.000104,0,0.001255,0.000504,0,0.00411,0.000226,0,0.002098,0.023062,0,0.197414,0.001317,0,0.015753,0.111669,0,0.661849,0.00105,0,0.009742,0.030485,0,0.099355,0.003779,0,0.040109,0.00013,0,0.001175,0.000277,0,0.00357,0.00037,0,0.004408,0.000245,0,0.002913,0.004817,0,0.042546,8.4e-05,0,0.000825,0.090521,0,0.200883,0.005735,0,0.06513,0.017826,0,0.136025,0.006953,0,0.065062,0.001577,0,0.024176,0.000372,0,0.004195,0.000482,0,0.003889,0.006404,0,0.06984,0.656087,0,0.862417,0.001675,0,0.024893,0.001089,0,0.013513,0.015866,0,0.15583,0.000156,0,0.001462,0.000325,0,0.002826,0.000756,0,0.008716,0.000299,0,0.002409,0.000172,0,0.002012,0.000264,0,0.002759,0.000401,0,0.004366,0.00038,0,0.003231,0.000149,0,0.001879,0.000133,0,0.00138,0.001059,0,0.016168,0.000233,0,0.002376,0.000656,0,0.008195,0.000246,0,0.003102,0.01097,0,0.109967,0.000801,0,0.011054,0.000196,0,0.002289,9.7e-05,0,0.000891
"PH_WC_2.sorted.bam","2","WC",0.040341,0,0.092585,0.054628,0.023183,0.095368,0.452555,0.354423,0.701504,0.027415,0,0.055436,0.004245,0,0.024848,0.061626,0.03165,0.09444,0.353063,0.092735,0.435473,0.002197,0,0.015053,0.00393,0,0.025122,0.00158,0,0.021503,0.000699,0,0.010361,0.000713,0,0.009339,0.001032,0,0.013441,0.017972,0,0.157414,0.105651,0,0.541313,0.005107,0,0.058501,0.007256,0,0.078586,0.002062,0,0.023878,0.01738,0,0.050624,0.000553,0,0.007542,0.000548,0,0.007252,0.000268,0,0.002343,0.002006,0,0.028162,0.00024,0,0.002959,0.067884,0,0.177739,0.049425,0,0.138439,0.000286,0,0.003401,0.001023,0,0.014199,0.001561,0,0.01955,0.000817,0,0.013006,0.001395,0,0.020673,0.029244,0,0.178552,0.671393,0.170134,0.863027,0.000377,0,0.003145,0.001877,0,0.028834,0.000399,0,0.004534,0.000237,0,0.002447,0.000408,0,0.003211,0.000535,0,0.006879,0.00032,0,0.003205,0.000684,0,0.00762,0.000404,0,0.004267,0.000415,0,0.004728,0.000452,0,0.005233,0.000267,0,0.003612,0.000443,0,0.005934,0.002151,0,0.034345,0.000476,0,0.006488,0.001555,0,0.024153,0.000792,0,0.010911,0.000626,0,0.007214,0.000515,0,0.006573,0.000641,0,0.00975,0.00033,0,0.004286
"PH_WC_3.sorted.bam","3","WC",0.060664,0.028265,0.128527,0.034898,0.006404,0.068176,0.476587,0.399562,0.722442,0.000561,0,0.004329,0.001682,0,0.012849,0.046343,0.016669,0.074468,0.375391,0.124148,0.462935,0.002711,0,0.018621,0.001165,0,0.009017,0.000744,0,0.011332,0.006803,0,0.065954,0.002039,0,0.025161,0.05444,0,0.255066,0.000677,0,0.008867,0.084191,0,0.52095,0.000138,0,0.001638,0.000178,0,0.001657,0.000147,0,0.001562,6e-05,0,0.000627,0.000396,0,0.005407,0.00041,0,0.004985,0.000351,0,0.004531,9.5e-05,0,0.001101,0.000212,0,0.002637,0.046792,0,0.124364,0.028445,0,0.130133,0.015596,0,0.125618,0.000109,0,0.001421,0.000538,0,0.006033,0.000196,0,0.002054,0.010217,0,0.110542,0.025998,0,0.095893,0.712797,0.243631,0.891869,0.000155,0,0.000987,0.000779,0,0.011659,0.000174,0,0.001929,0.000167,0,0.001447,0.000906,0,0.011348,0.002488,0,0.031293,0.000546,0,0.007809,1e-04,0,0.001029,0.000202,0,0.00188,0.000333,0,0.004491,0.000175,0,0.001473,0.000228,0,0.002859,0.000147,0,0.001143,0.000718,0,0.010264,0.000237,0,0.002473,8.1e-05,0,0.000891,0.000167,0,0.002015,0.000306,0,0.003759,0.000151,0,0.001817,0.000216,0,0.001849,0.000153,0,0.001803
"PH_WC_5.sorted.bam","5","WC",0.036098,0,0.131804,0.037225,0.015505,0.061538,0.438921,0.369595,0.60481,0.043094,0.021864,0.079603,0.03621,0.00823,0.065235,0.056647,0.026183,0.101354,0.350488,0.113692,0.434136,0.00063,0,0.004872,0.000687,0,0.005435,0.000162,0,0.001283,0.000201,0,0.00223,4.6e-05,0,0.000423,0.04467,0,0.26262,0.002292,0,0.033586,0.030954,0,0.303574,0.002981,0,0.043091,0.065906,0,0.115958,0.015574,0,0.154171,0.000133,0,0.001383,0.000974,0,0.013828,9.8e-05,0,0.00115,0.019857,0,0.121039,0.000453,0,0.006209,6.2e-05,0,0.000668,0.018867,0,0.109161,0.000481,0,0.006721,0.04239,0,0.171995,0.00035,0,0.004557,0.050424,0,0.113168,7.2e-05,0,0.000693,0.003833,0,0.050367,0.005114,0,0.08416,0.690758,0.22651,0.864639,0.000365,0,0.004253,0.000227,0,0.002161,0.000267,0,0.002464,6.1e-05,0,0.00068,0.000182,0,0.00165,0.00015,0,0.001492,0.000273,0,0.002387,8e-05,0,0.000794,0.000139,0,0.001419,0.000106,0,0.001121,0.000112,0,0.001059,5.4e-05,0,0.000455,0.000163,0,0.001659,0.000116,0,0.001161,0.000119,0,0.001165,0.000214,0,0.002304,0.000126,0,0.001389,0.000265,0,0.003392,0.00018,0,0.001645,0.000109,0,0.00084,4.2e-05,0,0.000372
"PH_WC_6.sorted.bam","6","WC",0.070109,0.029891,0.111929,0.031384,6.1e-05,0.06797,0.450959,0.36332,0.678509,0.004133,0,0.020654,0.021291,1e-06,0.048928,0.07169,0.037364,0.11881,0.340724,0.108427,0.428968,0.002688,0,0.020187,0.007022,0,0.034852,0.002572,0,0.034701,0.003647,0,0.040392,0.001805,0,0.026521,0.004423,0,0.055892,0.016286,0,0.11791,0.10644,0,0.552728,0.00058,0,0.006311,0.001873,0,0.025848,0.000977,0,0.014645,0.00077,0,0.00973,0.001188,0,0.014781,0.012568,0,0.066239,0.005473,0,0.049871,0.001425,0,0.021902,0.000611,0,0.008208,0.119546,0.00252,0.192231,0.013022,0,0.092334,0.006727,0,0.087869,0.000191,0,0.001534,0.001415,0,0.02127,0.000192,0,0.002392,0.002129,0,0.030943,0.008447,0,0.083234,0.650638,0.15097,0.841951,0.000538,0,0.006193,0.016628,0,0.093444,0.000328,0,0.003311,0.000801,0,0.012216,0.000326,0,0.002112,0.001959,0,0.027305,0.000527,0,0.006913,0.000475,0,0.005974,0.001131,0,0.016998,0.000203,0,0.001906,0.000153,0,0.001534,0.000124,0,0.001137,0.003236,0,0.045973,0.001356,0,0.019295,0.003986,0,0.044381,0.000666,0,0.009089,0.001533,0,0.025119,0.001564,0,0.020968,0.000984,0,0.014087,0.000353,0,0.005073,0.000182,0,0.002111
"PH_WC_7.sorted.bam","7","WC",0.049291,0.000424,0.13508,0.016999,0,0.049612,0.480745,0.397284,0.73143,0.03087,0.006386,0.051074,0.034184,0.008925,0.05778,0.018553,0,0.068319,0.364107,0.115961,0.454298,0.003614,0,0.022451,0.001635,0,0.01188,0.003254,0,0.04139,0.00585,0,0.06105,0.000324,0,0.002789,0.029793,0,0.2092,0.004902,0,0.056241,0.108686,0,0.589133,0.000553,0,0.007088,0.015692,0,0.085403,0.002941,0,0.055351,0.000165,0,0.001643,0.006817,0,0.072584,0.00048,0,0.004683,0.006794,0,0.071993,0.040316,0,0.09497,0.000112,0,0.001277,0.021047,0,0.122368,0.002755,0,0.037175,0.010506,0,0.10995,0.000552,0,0.005876,0.000906,0,0.011784,0.000159,0,0.001543,0.027006,0,0.177902,0.002873,0,0.033793,0.68658,0.127259,0.888259,0.000811,0,0.010784,0.009623,0,0.087345,0.000382,0,0.004732,0.000328,0,0.003611,0.000728,0,0.012002,0.000357,0,0.002672,0.001992,0,0.028384,0.000236,0,0.002307,0.002983,0,0.035927,0.00027,0,0.002509,0.000158,0,0.001476,0.000127,0,0.001245,0.000281,0,0.003067,0.000441,0,0.005972,0.00061,0,0.008835,0.000308,0,0.001814,0.000228,0,0.00262,0.00037,0,0.004017,0.000125,0,0.000975,0.000251,0,0.001978,0.000329,0,0.00446
"PH_WC_8.sorted.bam","8","WC",0.068299,0.025511,0.114206,0.02141,0,0.059323,0.408636,0.323239,0.603449,0.045985,0.022343,0.072916,0.052318,0.028709,0.082634,0.057951,0.028335,0.089373,0.342733,0.090429,0.432889,0.001701,0,0.012159,0.000966,0,0.007547,0.000161,0,0.001664,0.000616,0,0.007875,0.00031,0,0.002334,0.000713,0,0.009655,0.002072,0,0.026032,0.108429,0,0.600286,0.006867,0,0.07622,0.03379,0,0.116696,0.002303,0,0.030808,9.4e-05,0,0.000664,0.000439,0,0.002858,0.000434,0,0.004687,0.00052,0,0.004326,0.039269,0,0.119591,0.000152,0,0.001617,0.000742,0,0.010029,0.003781,0,0.043371,0.047644,0,0.16015,0.000736,0,0.00804,0.061262,0,0.158713,0.000193,0,0.001725,0.126535,0,0.223775,0.000595,0,0.008173,0.546572,0,0.781698,0.007805,0,0.078328,0.00186,0,0.024173,0.000877,0,0.011648,0.000307,0,0.003856,2e-04,0,0.00202,0.000782,0,0.011317,0.000403,0,0.005162,0.000663,0,0.008311,0.000322,0,0.003467,0.000205,0,0.002138,0.000309,0,0.002506,0.000175,0,0.002401,0.000165,0,0.001681,0.00013,0,0.001341,0.000188,0,0.002356,0.000348,0,0.003618,0.000227,0,0.002149,0.00027,0,0.002532,0.000299,0,0.00364,0.000169,0,0.001627,6.7e-05,0,0.000785
