"V1","individual_id","population","q_1","lb_q_1","ub_q_1","q_2","lb_q_2","ub_q_2","q_3","lb_q_3","ub_q_3","q_4","lb_q_4","ub_q_4","q_5","lb_q_5","ub_q_5","q_6","lb_q_6","ub_q_6","q_7","lb_q_7","ub_q_7","q_8","lb_q_8","ub_q_8","Q_1_1","lb_Q_1_1","ub_Q_1_1","Q_2_1","lb_Q_2_1","ub_Q_2_1","Q_2_2","lb_Q_2_2","ub_Q_2_2","Q_3_1","lb_Q_3_1","ub_Q_3_1","Q_3_2","lb_Q_3_2","ub_Q_3_2","Q_3_3","lb_Q_3_3","ub_Q_3_3","Q_4_1","lb_Q_4_1","ub_Q_4_1","Q_4_2","lb_Q_4_2","ub_Q_4_2","Q_4_3","lb_Q_4_3","ub_Q_4_3","Q_4_4","lb_Q_4_4","ub_Q_4_4","Q_5_1","lb_Q_5_1","ub_Q_5_1","Q_5_2","lb_Q_5_2","ub_Q_5_2","Q_5_3","lb_Q_5_3","ub_Q_5_3","Q_5_4","lb_Q_5_4","ub_Q_5_4","Q_5_5","lb_Q_5_5","ub_Q_5_5","Q_6_1","lb_Q_6_1","ub_Q_6_1","Q_6_2","lb_Q_6_2","ub_Q_6_2","Q_6_3","lb_Q_6_3","ub_Q_6_3","Q_6_4","lb_Q_6_4","ub_Q_6_4","Q_6_5","lb_Q_6_5","ub_Q_6_5","Q_6_6","lb_Q_6_6","ub_Q_6_6","Q_7_1","lb_Q_7_1","ub_Q_7_1","Q_7_2","lb_Q_7_2","ub_Q_7_2","Q_7_3","lb_Q_7_3","ub_Q_7_3","Q_7_4","lb_Q_7_4","ub_Q_7_4","Q_7_5","lb_Q_7_5","ub_Q_7_5","Q_7_6","lb_Q_7_6","ub_Q_7_6","Q_7_7","lb_Q_7_7","ub_Q_7_7","Q_8_1","lb_Q_8_1","ub_Q_8_1","Q_8_2","lb_Q_8_2","ub_Q_8_2","Q_8_3","lb_Q_8_3","ub_Q_8_3","Q_8_4","lb_Q_8_4","ub_Q_8_4","Q_8_5","lb_Q_8_5","ub_Q_8_5","Q_8_6","lb_Q_8_6","ub_Q_8_6","Q_8_7","lb_Q_8_7","ub_Q_8_7","Q_8_8","lb_Q_8_8","ub_Q_8_8"
"PH_CR_8.sorted.bam","8","CR",0.348724,0.295211,0.452579,0.001254,0,0.009017,0.001166,0,0.010312,0.001177,0,0.008864,0.002534,0,0.017696,0.129921,0.08885,0.173088,0.511991,0.406254,0.565515,0.003233,0,0.017881,0.001765,0,0.029916,0.000176,0,0.001709,0.000217,0,0.003139,0.000411,0,0.004376,1e-04,0,0.000896,0.000103,0,0.000722,0.000243,0,0.002943,0.000229,0,0.002836,0.00016,0,0.001919,0.000161,0,0.001625,0.001668,0,0.021593,0.000268,0,0.003441,0.000289,0,0.003203,0.000315,0,0.004064,0.000271,0,0.003517,0.038097,0,0.175981,0.000657,0,0.00854,0.000693,0,0.007499,0.000266,0,0.00299,0.000886,0,0.012489,0.098041,0,0.166761,0.651051,0.545833,0.882979,0.000343,0,0.005241,0.000229,0,0.002857,0.000386,0,0.004501,0.000284,0,0.00199,0.021839,0,0.170355,0.17458,0,0.267114,0.00227,0,0.027168,3e-04,0,0.003718,0.000242,0,0.002766,0.000432,0,0.005275,0.000815,0,0.011986,0.001321,0,0.019106,0.00069,0,0.009163,0.000197,0,0.001787
"PH_CR_9.sorted.bam","9","CR",0.306684,0.250445,0.415903,0.001687,0,0.010926,0.002556,0,0.017119,0.003181,0,0.017763,0.00397,0,0.025486,0.153518,0.109902,0.197957,0.52312,0.425281,0.57844,0.005284,0,0.024595,0.001736,0,0.022341,0.000424,0,0.006098,0.000151,0,0.001925,0.000379,0,0.004859,0.000445,0,0.006165,0.000455,0,0.003957,0.001479,0,0.019286,0.000322,0,0.003805,0.000308,0,0.003912,0.00042,0,0.005225,0.000573,0,0.006238,0.000482,0,0.006372,0.000518,0,0.007495,0.000745,0,0.010398,0.000965,0,0.01404,0.001532,0,0.011124,0.000552,0,0.007264,0.000626,0,0.00764,0.000842,0,0.011575,0.001444,0,0.023597,0.119081,0.042227,0.183468,0.601407,0.484511,0.830468,0.000226,0,0.002736,0.000714,0,0.007328,0.000166,0,0.001844,0.001359,0,0.020684,0.063539,0,0.207905,0.189105,0,0.293233,0.004101,0,0.042388,0.000622,0,0.009375,0.00121,0,0.016278,0.001658,0,0.020278,0.00089,0,0.012984,0.00034,0,0.004698,0.00062,0,0.009255,0.000564,0,0.008013
"PH_DA_2.sorted.bam","2","DA",0.001011,0,0.008089,0.002726,0,0.02057,0.000673,0,0.005466,0.030498,6.7e-05,0.061727,0.001234,0,0.01102,0.000323,0,0.002627,0.000397,0,0.00306,0.963139,0.934149,0.990772,0.000275,0,0.003945,0.000175,0,0.002059,0.001218,0,0.017908,0.000148,0,0.001762,0.00012,0,0.001328,9.7e-05,0,0.001088,0.000565,0,0.008026,0.002139,0,0.027393,0.000516,0,0.006048,0.02812,0,0.061288,0.00023,0,0.002766,0.000227,0,0.002512,0.000127,0,0.001122,0.001007,0,0.015436,0.000305,0,0.004074,8.2e-05,0,0.000708,0.000104,0,0.00113,5.4e-05,0,0.000569,7.1e-05,0,0.000613,7.7e-05,0,0.000758,5.2e-05,0,0.000552,7.7e-05,0,0.000868,6.3e-05,0,0.000622,6.8e-05,0,0.000607,0.000161,0,0.001084,8.5e-05,0,0.000958,9.5e-05,0,0.001145,7.3e-05,0,0.000748,0.000193,0,0.00168,0.000188,0,0.001963,0.000117,0,0.001294,0.000297,0,0.003726,0.000104,0,0.001194,5.9e-05,0,0.000611,9.8e-05,0,0.001054,0.962611,0.933443,0.990124
"PH_DA_5.sorted.bam","5","DA",0.000996,0,0.008274,0.002709,0,0.017116,0.000911,0,0.008227,0.008446,0,0.040067,0.00072,0,0.0055,0.000318,0,0.002671,0.000727,0,0.005988,0.985173,0.955942,0.999802,0.000638,0,0.007778,0.00016,0,0.001978,0.001899,0,0.016479,0.000101,0,0.001267,0.000198,0,0.002433,0.000192,0,0.002465,0.000159,0,0.001755,0.000515,0,0.006575,0.000805,0,0.010896,0.006685,0,0.039866,0.000103,0,0.001116,0.000244,0,0.00298,0.000107,0,0.001173,0.000341,0,0.005081,0.000153,0,0.001485,5.4e-05,0,0.000548,6.7e-05,0,0.000695,5.3e-05,0,0.000495,0.000147,0,0.001519,7.1e-05,0,0.000757,7.2e-05,0,0.000727,6.1e-05,0,0.000726,0.000113,0,0.001148,9.5e-05,0,0.000798,0.000211,0,0.00265,0.000122,0,0.001505,3.6e-05,0,0.000329,0.000373,0,0.004849,7.6e-05,0,0.000781,0.000321,0,0.003785,8e-05,0,0.000855,0.001343,0,0.021244,0.000146,0,0.001125,6.6e-05,0,0.000706,7.1e-05,0,0.000854,0.984121,0.954233,0.999761
"PH_DA_6.sorted.bam","6","DA",0.001198,0,0.008952,0.001827,0,0.0184,0.000427,0,0.003484,0.034603,3.5e-05,0.066133,0.000661,0,0.005518,0.000352,0,0.00279,0.000723,0,0.006184,0.960207,0.929828,0.99043,0.000701,0,0.008004,0.000125,0,0.001629,0.001241,0,0.017218,6.9e-05,0,0.000571,8e-05,0,0.000934,7.9e-05,0,0.000862,0.000363,0,0.005031,0.000441,0,0.004945,0.000158,0,0.001816,0.033613,0,0.065538,0.000135,0,0.001512,0.000146,0,0.001299,0.000116,0,0.001022,0.000462,0,0.00483,8.5e-05,0,0.000736,7.1e-05,0,0.000806,6.7e-05,0,0.000717,6.4e-05,0,0.00068,9e-05,0,0.000859,7.3e-05,0,0.000858,9.5e-05,0,0.001152,8.1e-05,0,0.000994,0.000136,0,0.00132,7.2e-05,0,0.000711,0.000182,0,0.001797,0.000101,0,0.000958,9.2e-05,0,0.001045,0.000342,0,0.00463,0.000151,0,0.0014,0.000177,0,0.002084,0.000138,0,0.001107,0.000284,0,0.002594,0.00012,0,0.001202,5.6e-05,0,0.000601,9.7e-05,0,0.000929,0.959696,0.929191,0.989776
"PH_DA_7.sorted.bam","7","DA",0.000287,0,0.00238,0.00036,0,0.002963,0.000393,0,0.003307,0.045362,0.021078,0.072491,0.000517,0,0.004359,0.000362,0,0.002852,0.000638,0,0.005517,0.952081,0.92425,0.97642,4.5e-05,0,0.000464,5.8e-05,0,0.000661,9.7e-05,0,0.000988,5e-05,0,0.000449,7.9e-05,0,0.000666,0.000112,0,0.001291,8.5e-05,0,0.000718,7.5e-05,0,0.000792,0.000101,0,0.001022,0.044932,0.020439,0.072161,6.5e-05,0,0.000755,8.8e-05,0,0.000789,9.7e-05,0,0.000878,0.000288,0,0.004631,8.6e-05,0,0.000859,8.5e-05,0,0.000791,6.6e-05,0,0.000648,5.5e-05,0,0.000462,7.1e-05,0,0.000762,6.6e-05,0,0.000607,0.000124,0,0.001413,7.3e-05,0,0.00078,7.8e-05,0,0.000858,7.9e-05,0,0.000669,0.000111,0,0.001332,0.000127,0,0.001443,6e-05,0,0.000624,0.000333,0,0.004733,7.1e-05,0,0.000589,8.4e-05,0,0.000977,0.000101,0,0.000928,0.000129,0,0.001211,0.000131,0,0.001412,7.2e-05,0,0.000754,8e-05,0,0.000784,0.951747,0.924059,0.976157
"PH_DA_8.sorted.bam","8","DA",0.000497,0,0.00398,0.109324,0.081779,0.138847,0.000535,0,0.004684,0.068645,0.034716,0.106074,0.001546,0,0.013922,0.000474,0,0.004098,0.000432,0,0.003697,0.818548,0.783525,0.851904,0.000113,0,0.001188,0.000156,0,0.001646,0.004188,0,0.04196,8.9e-05,0,0.00088,0.000138,0,0.001111,0.000135,0,0.001684,8.8e-05,0,0.000978,0.000688,0,0.009005,0.000195,0,0.00199,0.064746,0.000291,0.104832,0.000129,0,0.001328,0.000625,0,0.008173,0.000135,0,0.001499,0.001188,0,0.01652,0.000296,0,0.002537,9e-05,0,0.001038,0.000161,0,0.001344,7.8e-05,0,0.000848,0.000222,0,0.002259,8.4e-05,0,0.000977,6.7e-05,0,0.000671,7.4e-05,0,0.000671,7.4e-05,0,0.000784,7.1e-05,0,0.000757,0.000262,0,0.002406,1e-04,0,0.000971,4.7e-05,0,0.00052,8.2e-05,0,0.000831,0.000142,0,0.001527,0.208429,0.150171,0.265862,9.3e-05,0,0.000937,0.005154,0,0.080962,0.000239,0,0.002653,0.000132,0,0.001311,7.2e-05,0,0.000749,0.711418,0.657963,0.759973
"PH_FC_10.sorted.bam","10","FC",0.104948,0.002295,0.141186,0.001207,0,0.008635,0.143626,0.089323,0.226527,0.0014,0,0.010065,0.00161,0,0.011101,0.641632,0.585454,0.750712,0.104399,0.011687,0.140062,0.001179,0,0.008829,0.000107,0,0.001089,0.000289,0,0.003791,0.000151,0,0.001611,0.001202,0,0.017152,0.000607,0,0.008279,0.000696,0,0.008204,0.000544,0,0.00693,0.00017,0,0.002207,0.000361,0,0.004022,0.000146,0,0.001558,0.000418,0,0.005702,0.00047,0,0.005732,0.000636,0,0.009199,0.000357,0,0.004867,0.000249,0,0.002968,0.000915,0,0.012687,0.000205,0,0.002019,0.281071,0.172925,0.431928,0.000573,0,0.00699,0.000451,0,0.004937,0.499703,0.425128,0.579383,0.205945,0,0.27824,0.000137,0,0.001742,0.001474,0,0.026797,0.000296,0,0.003079,0.00017,0,0.001723,0.000243,0,0.002323,0.000218,0,0.002399,0.000368,0,0.004542,0.000233,0,0.002276,0.000509,0,0.006328,0.000207,0,0.002188,0.000221,0,0.00275,4e-04,0,0.00513,9.7e-05,0,0.000756,0.000161,0,0.00204
"PH_FC_11.sorted.bam","11","FC",0.116177,6.8e-05,0.159037,0.010462,0,0.049126,0.176158,0.105969,0.317303,0.046347,0,0.094164,0.003294,0,0.037173,0.482281,0.423192,0.589425,0.111625,0.004516,0.15409,0.053656,0.023222,0.087898,8.7e-05,0,0.000997,0.001302,0,0.01976,0.000173,0,0.00203,0.000413,0,0.004382,0.001014,0,0.014131,0.000233,0,0.002539,0.000173,0,0.001479,0.000372,0,0.004806,0.000431,0,0.004066,0.00014,0,0.001213,0.000228,0,0.002807,0.00082,0,0.011598,0.000231,0,0.002487,0.000335,0,0.00394,8.4e-05,0,0.000794,0.011018,0,0.142509,0.012957,0,0.096241,0.349193,0.206015,0.627688,0.090443,0,0.18688,0.004409,0,0.074341,0.195651,0.110316,0.283505,0.218338,0,0.307153,0.003767,0,0.049735,0.000204,0,0.002038,0.000261,0,0.002184,0.000162,0,0.001336,0.00028,0,0.002518,5.1e-05,0,0.000476,0.000708,0,0.010258,0.000347,0,0.003426,0.000364,0,0.00334,4e-04,0,0.004188,0.000234,0,0.002321,0.104959,0.042342,0.173687,0.000137,0,0.001413,8.1e-05,0,0.000758
"PH_FC_12.sorted.bam","12","FC",0.129079,0.049844,0.161359,0.019382,0,0.062249,0.185417,0.128208,0.25705,0.03158,0,0.075654,0.028593,0,0.105457,0.483424,0.425925,0.577397,0.121092,0.045243,0.158038,0.001434,0,0.012194,3.6e-05,0,0.000291,0.000198,0,0.001893,5.9e-05,0,0.000643,0.000151,0,0.001277,0.000172,0,0.00164,7.3e-05,0,0.000739,9.8e-05,0,0.001098,0.000124,0,0.001376,0.000166,0,0.001976,7e-05,0,0.000676,9e-05,0,0.001061,0.000138,0,0.001685,0.000171,0,0.001744,0.000107,0,0.001351,0.000115,0,0.001322,0.026302,0,0.180999,0.037681,0,0.124184,0.369661,0.255808,0.513181,0.062236,0,0.15096,0.056055,0,0.210361,0.201512,0.102263,0.291475,0.23113,0,0.314539,0.000166,0,0.001682,0.000177,0,0.001524,0.000141,0,0.001165,0.000232,0,0.002331,0.010072,0,0.123935,5.3e-05,0,0.000538,0.000116,0,0.001012,0.000166,0,0.00167,0.000188,0,0.002204,0.000149,0,0.001465,0.000162,0,0.001678,0.001817,0,0.02307,0.000159,0,0.00186,5.6e-05,0,0.000569
"PH_FC_1.sorted.bam","1","FC",0.109178,0.049658,0.14125,0.000983,0,0.007805,0.128342,0.078997,0.184003,0.000954,0,0.007652,0.001235,0,0.010287,0.648237,0.594423,0.728521,0.109961,0.05558,0.141738,0.00111,0,0.008103,0.000297,0,0.00352,0.000227,0,0.003039,0.000146,0,0.001376,4e-04,0,0.004149,0.000309,0,0.003376,0.026709,0,0.120393,0.000338,0,0.00384,0.00012,0,0.00111,0.000201,0,0.00206,0.000136,0,0.001758,0.000198,0,0.001969,0.00021,0,0.001944,0.000568,0,0.007796,0.000186,0,0.001819,0.000181,0,0.001917,0.000426,0,0.004157,0.000383,0,0.005332,0.200627,0,0.347834,0.000374,0,0.003824,0.000385,0,0.004449,0.545845,0.451565,0.655942,0.215754,0.097107,0.279666,0.000181,0,0.0021,0.000821,0,0.011776,0.000164,0,0.001338,0.000417,0,0.005781,0.002184,0,0.029308,0.00014,0,0.000964,0.000417,0,0.005182,0.000245,0,0.002921,0.00034,0,0.004455,0.000252,0,0.002918,0.000143,0,0.001567,0.000406,0,0.005523,0.00012,0,0.001445,0.000148,0,0.001638
"PH_FC_2.sorted.bam","2","FC",0.120416,0.05686,0.154214,0.001951,0,0.013475,0.13584,0.085072,0.198106,0.002205,0,0.015613,0.005697,0,0.028286,0.612559,0.558063,0.698375,0.119061,0.05712,0.15142,0.002272,0,0.014854,0.000246,0,0.002777,0.000316,0,0.003385,0.000455,0,0.005727,0.000483,0,0.005824,0.000778,0,0.012115,0.015979,0,0.131131,0.000326,0,0.003162,0.000307,0,0.00389,0.001465,0,0.02045,0.000209,0,0.001904,0.001133,0,0.015617,0.000959,0,0.012757,0.0022,0,0.029488,0.00092,0,0.01357,0.001429,0,0.018225,0.001968,0,0.030149,0.000161,0,0.001823,0.233939,0,0.363988,0.000552,0,0.00663,0.00168,0,0.019901,0.493039,0.40882,0.595635,0.235769,0.110975,0.298867,0.000244,0,0.002729,0.000549,0,0.007333,0.000148,0,0.001577,0.000375,0,0.00321,0.000266,0,0.001852,0.000265,0,0.002438,0.000344,0,0.00374,0.000228,0,0.002443,0.000307,0,0.003884,0.000274,0,0.002586,0.001268,0,0.018872,0.000475,0,0.004333,0.000242,0,0.003158,0.000703,0,0.010127
"PH_FC_4.sorted.bam","4","FC",0.102124,0.023132,0.135349,0.002438,0,0.016128,0.125023,0.070503,0.185712,0.003216,0,0.020684,0.003908,0,0.02542,0.657808,0.601179,0.754205,0.104031,0.044906,0.136663,0.001453,0,0.010979,0.000262,0,0.003487,0.000538,0,0.006934,0.000403,0,0.003654,0.000479,0,0.005175,0.000422,0,0.005671,0.00059,0,0.008428,0.00041,0,0.005098,0.000728,0,0.010261,0.000793,0,0.009535,0.000563,0,0.007279,0.000752,0,0.010988,0.000526,0,0.007038,0.001846,0,0.029383,0.000776,0,0.01088,0.001115,0,0.018393,0.000493,0,0.004158,0.001307,0,0.019032,0.244588,0.124926,0.368158,0.001714,0,0.025494,0.001098,0,0.015645,0.531252,0.445652,0.61835,0.200889,0.044791,0.268072,0.000276,0,0.003333,0.000243,0,0.002109,0.000535,0,0.004852,0.000348,0,0.004444,0.003051,0,0.051762,0.001227,0,0.014124,0.000164,0,0.001773,0.000271,0,0.003671,0.000493,0,0.004127,0.000348,0,0.003605,0.000242,0,0.002615,0.000859,0,0.012881,0.000264,0,0.003392,0.000132,0,0.001489
"PH_FC_6.sorted.bam","6","FC",0.13042,0.044998,0.168375,0.003044,0,0.02082,0.179453,0.107308,0.269007,0.004202,0,0.025859,0.031982,0,0.106401,0.471922,0.416291,0.560931,0.130732,0.049155,0.168579,0.048244,0.008401,0.082185,6.6e-05,0,0.000677,0.000471,0,0.005045,0.000115,0,0.001276,0.000304,0,0.003242,0.000187,0,0.001757,0.000274,0,0.002165,0.00024,0,0.002191,0.000349,0,0.004503,0.000416,0,0.005477,7.6e-05,0,0.000589,0.000473,0,0.005696,0.000386,0,0.005153,0.000885,0,0.010146,0.002125,0,0.027073,0.000395,0,0.003299,0.000851,0,0.011146,0.00254,0,0.035431,0.355304,0.211433,0.530456,0.004048,0,0.04569,0.057768,0,0.209816,0.215151,0.131515,0.295579,0.258181,0.088184,0.334447,0.000666,0,0.009375,0.000798,0,0.006785,0.000427,0,0.003497,0.000406,0,0.00341,0.000577,0,0.007442,0.000107,0,0.001244,0.00019,0,0.00206,0.00126,0,0.018409,0.000464,0,0.005716,0.000647,0,0.00742,0.001131,0,0.014681,0.092455,5.8e-05,0.16131,0.000198,0,0.001402,7.2e-05,0,0.000754
"PH_FC_8.sorted.bam","8","FC",0.131543,8.5e-05,0.179667,0.006004,0,0.035629,0.205707,0.147399,0.276992,0.079354,0.038758,0.120555,0.004353,0,0.043178,0.380326,0.322866,0.499413,0.143372,0.076493,0.181476,0.04934,0.021686,0.079827,9.2e-05,0,0.00104,0.001201,0,0.018155,7.1e-05,0,0.000634,0.000251,0,0.002758,0.000365,0,0.004534,0.000129,0,0.00171,0.000157,0,0.001385,0.000193,0,0.002044,0.000271,0,0.002891,0.000114,0,0.001298,0.001951,0,0.012574,0.000392,0,0.005458,0.00026,0,0.002097,0.000283,0,0.003375,0.000129,0,0.001275,0.014172,0,0.179315,0.007955,0,0.069963,0.409521,0.292432,0.549085,0.157126,0.076284,0.238464,0.004805,0,0.068832,0.015578,0,0.104906,0.244817,0,0.355776,0.001625,0,0.025387,0.000239,0,0.002023,0.000326,0,0.004391,0.000593,0,0.007358,0.038719,0,0.229828,4.8e-05,0,0.00045,0.000352,0,0.003042,0.000133,0,0.001131,0.00025,0,0.00207,0.000123,0,0.001054,0.000163,0,0.001919,0.097198,0.041803,0.15907,0.00033,0,0.003216,6.6e-05,0,0.000767
"PH_FC_9.sorted.bam","9","FC",0.112611,0.050029,0.145026,0.0011,0,0.008426,0.095605,0.051091,0.153507,0.001745,0,0.014846,0.001543,0,0.012711,0.679462,0.619547,0.776905,0.106368,0.047957,0.139764,0.001565,0,0.011361,0.000454,0,0.006502,0.000346,0,0.003396,0.000184,0,0.001935,0.000821,0,0.011889,0.000206,0,0.00206,0.091392,0.036081,0.152324,0.000447,0,0.005349,0.000197,0,0.002212,0.000379,0,0.003189,0.00013,0,0.001441,0.000586,0,0.006827,0.000136,0,0.001723,0.000422,0,0.005124,0.000164,0,0.001974,0.000306,0,0.003683,0.010889,0,0.096425,0.000449,0,0.006133,0.005731,0,0.081611,0.001718,0,0.021598,0.000737,0,0.009785,0.669061,0.592893,0.774386,0.21039,0.093566,0.275957,0.000299,0,0.004288,0.000292,0,0.002838,0.000117,0,0.00115,9.1e-05,0,0.001024,0.000697,0,0.009679,0.00033,0,0.004305,0.000836,0,0.01151,0.000199,0,0.001968,0.000577,0,0.007188,0.000209,0,0.002308,0.00034,0,0.004127,0.00058,0,0.00663,0.000191,0,0.002182,9.9e-05,0,0.001232
"PH_FV_10.sorted.bam","10","FV",0.069223,0,0.122393,0.002784,0,0.020659,0.673968,0.576076,0.825571,0.089984,0.054983,0.133442,0.017915,0,0.08005,0.001744,0,0.013448,0.058327,0,0.100913,0.086055,0.053722,0.117549,8.4e-05,0,0.00088,0.000548,0,0.006306,0.000195,0,0.002274,0.017414,0,0.131956,0.000898,0,0.012591,0.634373,0.430628,0.823828,0.001604,0,0.023693,0.001584,0,0.021263,0.017904,0,0.165726,0.000713,0,0.009176,0.000461,0,0.005692,0.000807,0,0.008629,0.003359,0,0.041528,0.027414,0,0.159226,0.001503,0,0.018192,0.000638,0,0.008627,0.000444,0,0.006124,0.000941,0,0.012453,0.000492,0,0.005274,0.000211,0,0.002874,0.000147,0,0.001596,0.115272,0,0.199911,0.000181,0,0.001993,0.000173,0,0.001536,0.000331,0,0.003497,0.000121,0,0.000973,0.000183,0,0.00193,9.1e-05,0,0.000764,0.002342,0,0.036912,0.000716,0,0.008637,0.0385,0,0.202161,0.129212,0,0.210763,0.00045,0,0.004348,0.000286,0,0.002363,0.000211,0,0.002716,0.000197,0,0.002271
"PH_FV_11.sorted.bam","11","FV",0.053563,0,0.091783,0.002328,0,0.020818,0.688959,0.59582,0.829565,0.076536,0.018483,0.135534,0.007632,0,0.062251,0.000989,0,0.00767,0.054287,0,0.090444,0.115705,0.07723,0.156726,9.4e-05,0,0.001008,0.000151,0,0.001933,0.00071,0,0.008834,0.00086,0,0.009867,0.000612,0,0.005297,0.522185,0.381648,0.704492,0.001071,0,0.014303,0.001555,0,0.018988,0.109139,0,0.254397,0.01035,0,0.070487,0.000233,0,0.001954,0.000323,0,0.003625,0.001252,0,0.013821,0.012063,0,0.124062,0.000336,0,0.003068,0.000274,0,0.003423,0.000169,0,0.001684,0.000281,0,0.004241,0.000362,0,0.003209,0.000124,0,0.001248,0.000135,0,0.001787,0.103833,0,0.178606,0.000115,0,0.001012,0.000289,0,0.002726,0.003462,0,0.049035,0.000206,0,0.001998,9.7e-05,0,0.00103,0.000127,0,0.001317,0.000516,0,0.007073,0.000312,0,0.003328,0.221116,0.132142,0.308131,0.00472,0,0.04895,0.000391,0,0.003835,0.000403,0,0.003586,0.00032,0,0.003461,0.001816,0,0.024967
"PH_FV_12.sorted.bam","12","FV",0.068595,0,0.108611,0.002238,0,0.015977,0.666336,0.571292,0.834598,0.107101,0.057506,0.155079,0.003307,0,0.025156,0.001394,0,0.011362,0.074723,0.000273,0.110658,0.076305,0.044483,0.111488,6.9e-05,0,0.000789,0.000457,0,0.005466,0.000176,0,0.001973,0.000245,0,0.003174,0.00112,0,0.015485,0.54138,0.346989,0.828781,0.000226,0,0.001953,0.00038,0,0.00361,0.147264,0,0.308294,0.00028,0,0.002572,0.000346,0,0.003624,0.00029,0,0.003084,0.001378,0,0.017205,0.002069,0,0.034989,0.000787,0,0.009498,0.000212,0,0.002067,0.000372,0,0.004436,0.000834,0,0.00791,0.00016,0,0.001661,0.000462,0,0.004652,0.000162,0,0.001651,0.135088,0,0.215919,0.000689,0,0.008973,0.000672,0,0.007903,0.011884,0,0.097129,0.000194,0,0.001936,0.000213,0,0.002529,7.7e-05,0,0.000767,0.000479,0,0.006161,0.000817,0,0.012117,0.098398,0,0.212214,0.051658,0,0.18033,3e-04,0,0.003058,0.000211,0,0.002086,0.000552,0,0.005745,9.8e-05,0,0.001069
"PH_FV_1.sorted.bam","1","FV",0.05912,0,0.095649,0.010916,0,0.046271,0.667324,0.58511,0.803513,0.140098,0.097566,0.18369,0.002107,0,0.015637,0.001082,0,0.008623,0.057594,0,0.093175,0.061759,0.031454,0.0953,0.000105,0,0.001168,0.001658,0,0.024441,0.00034,0,0.003268,0.00032,0,0.002755,0.015363,0,0.089434,0.464151,0.347706,0.632727,0.002063,0,0.027746,0.001297,0,0.016924,0.272296,0.174155,0.36062,0.000286,0,0.002732,0.000463,0,0.006512,0.000964,0,0.014128,0.000756,0,0.009114,0.000588,0,0.008039,0.000287,0,0.003412,0.00016,0,0.001608,0.000396,0,0.004814,0.000352,0,0.004665,0.000319,0,0.003621,0.000223,0,0.00192,0.000202,0,0.002025,0.113022,0,0.184015,0.000337,0,0.004597,0.000276,0,0.003779,0.000279,0,0.002706,0.000121,0,0.001435,0.000163,0,0.001825,0.000121,0,0.001342,0.000343,0,0.003136,0.001137,0,0.015857,0.11698,0.045923,0.188014,0.00278,0,0.04365,0.000526,0,0.006462,0.000147,0,0.001546,0.000748,0,0.006211,0.000427,0,0.005704
"PH_FV_2.sorted.bam","2","FV",0.081805,0.018842,0.116728,0.000848,0,0.007924,0.612791,0.540549,0.731442,0.107996,0.066092,0.15369,0.003047,0,0.022017,0.001178,0,0.008913,0.079675,0.017706,0.113164,0.112659,0.078681,0.148287,0.000183,0,0.001769,0.000213,0,0.002376,0.000114,0,0.00132,0.001333,0,0.014051,0.00033,0,0.002461,0.393816,0.292228,0.527602,0.001213,0,0.015544,0.000158,0,0.000973,0.212074,0.124325,0.304376,0.000171,0,0.001809,0.001307,0,0.019054,0.00034,0,0.003285,0.001223,0,0.018207,0.00134,0,0.01509,0.000219,0,0.003121,0.000375,0,0.004611,0.000166,0,0.001404,0.000597,0,0.008233,0.000354,0,0.004908,0.000267,0,0.003221,0.000156,0,0.001582,0.158188,0.034128,0.225337,8.3e-05,0,0.000795,0.00015,0,0.001662,0.000198,0,0.002025,0.000138,0,0.00157,8.9e-05,0,0.000914,7.2e-05,0,0.000819,0.000616,0,0.006999,0.000177,0,0.001776,0.222243,0.152145,0.294007,0.000313,0,0.003292,0.001041,0,0.014703,0.000199,0,0.001891,0.000361,0,0.00351,0.000184,0,0.00182
"PH_FV_4.sorted.bam","4","FV",0.045315,0,0.082455,0.001584,0,0.012533,0.672497,0.595613,0.790896,0.104351,0.055921,0.160517,0.020153,0,0.090805,0.001273,0,0.010685,0.048729,0,0.084316,0.106099,0.07377,0.139046,9.6e-05,0,0.000747,0.000164,0,0.001916,0.000481,0,0.006314,0.000793,0,0.005663,0.000219,0,0.002584,0.624213,0.517825,0.700323,0.00042,0,0.005757,0.000591,0,0.007551,0.028465,0,0.19773,0.000333,0,0.003425,0.000214,0,0.001937,0.000402,0,0.005536,0.001912,0,0.023308,0.034412,0,0.174001,0.000341,0,0.003309,0.000501,0,0.006888,0.000221,0,0.002075,0.000304,0,0.002319,0.000317,0,0.003678,0.000146,0,0.001508,0.000137,0,0.00133,0.088125,0,0.162371,0.000265,0,0.002917,0.003406,0,0.045959,0.002143,0,0.029365,0.001017,0,0.01615,0.000284,0,0.002941,0.000751,0,0.010015,0.00022,0,0.002581,0.000344,0,0.004452,0.06147,0,0.267822,0.141688,0,0.246948,0.001521,0,0.022582,5e-04,0,0.005324,0.000717,0,0.008726,0.002869,0,0.038873
